word_i,word_j,post_id,zodiac_id
134,2818,77,8
3,1308,77,8
904,1043,77,8
67,1341,77,8
151,2875,77,8
56,873,77,8
230,2450,77,8
4,521,77,8
28,2480,77,8
87,2844,77,8
96,2382,77,8
1939,2845,77,8
48,2813,77,8
119,610,77,8
86,2382,77,8
2450,2759,77,8
6,515,77,8
180,925,77,8
119,501,77,8
1255,2867,77,8
87,463,77,8
6,84,77,8
761,2874,77,8
85,2840,77,8
67,1679,77,8
670,2863,77,8
3,2849,77,8
366,2784,77,8
28,507,77,8
1710,2080,77,8
2382,2816,77,8
59,67,77,8
28,1875,77,8
226,890,77,8
1030,2864,77,8
39,67,77,8
3,610,77,8
890,1934,77,8
96,1241,77,8
72,513,77,8
4,273,77,8
84,158,77,8
3,2803,77,8
30,1875,77,8
501,1030,77,8
2811,2812,77,8
11,1030,77,8
890,2130,77,8
1483,2791,77,8
355,2786,77,8
28,2834,77,8
86,761,77,8
6,232,77,8
133,172,77,8
30,226,77,8
6,97,77,8
703,890,77,8
87,2338,77,8
158,293,77,8
64,158,77,8
3,142,77,8
693,2840,77,8
481,2850,77,8
6,2852,77,8
67,226,77,8
103,341,77,8
158,207,77,8
232,2818,77,8
82,515,77,8
65,2807,77,8
1936,2826,77,8
137,149,77,8
28,158,77,8
1483,1923,77,8
74,1934,77,8
30,261,77,8
28,2810,77,8
82,2827,77,8
67,2779,77,8
2824,2831,77,8
30,422,77,8
6,848,77,8
576,1750,77,8
140,1442,77,8
8,355,77,8
225,268,77,8
2845,2846,77,8
8,21,77,8
85,2858,77,8
368,442,77,8
28,1228,77,8
6,1939,77,8
85,2836,77,8
6,2162,77,8
940,1934,77,8
117,118,77,8
913,2794,77,8
96,142,77,8
67,96,77,8
6,2847,77,8
137,360,77,8
28,149,77,8
4,940,77,8
28,366,77,8
6,13,77,8
55,495,77,8
1480,2779,77,8
90,2861,77,8
67,293,77,8
6,39,77,8
134,232,77,8
3,163,77,8
542,2382,77,8
137,2388,77,8
890,2836,77,8
28,753,77,8
119,2474,77,8
28,2217,77,8
199,230,77,8
268,283,77,8
28,2338,77,8
28,2799,77,8
211,514,77,8
67,2790,77,8
355,2832,77,8
6,526,77,8
563,2824,77,8
87,304,77,8
86,890,77,8
56,366,77,8
432,2806,77,8
140,1515,77,8
6,2838,77,8
3,1936,77,8
117,1585,77,8
904,1755,77,8
84,2483,77,8
59,86,77,8
117,890,77,8
226,2792,77,8
28,1878,77,8
84,171,77,8
366,890,77,8
703,1218,77,8
2187,2837,77,8
48,84,77,8
13,72,77,8
118,2049,77,8
56,416,77,8
6,48,77,8
140,419,77,8
44,1923,77,8
87,2846,77,8
23,137,77,8
38,419,77,8
231,830,77,8
4,116,77,8
22,67,77,8
28,2066,77,8
84,1241,77,8
181,693,77,8
3,2851,77,8
28,1053,77,8
33,890,77,8
56,347,77,8
86,1882,77,8
3,2187,77,8
4,140,77,8
8,2032,77,8
8,2799,77,8
28,1778,77,8
3,2799,77,8
59,134,77,8
268,381,77,8
6,442,77,8
2822,2831,77,8
2824,2832,77,8
28,2163,77,8
140,2345,77,8
67,87,77,8
86,154,77,8
67,2868,77,8
28,1934,77,8
1936,2799,77,8
84,211,77,8
6,2842,77,8
838,1934,77,8
30,1030,77,8
95,2256,77,8
64,172,77,8
87,366,77,8
260,940,77,8
890,2827,77,8
67,2781,77,8
4,288,77,8
724,2777,77,8
2821,2822,77,8
1939,2791,77,8
28,567,77,8
84,2848,77,8
28,2388,77,8
65,1939,77,8
28,96,77,8
67,368,77,8
293,2843,77,8
42,86,77,8
1093,2850,77,8
724,1934,77,8
96,119,77,8
67,98,77,8
67,835,77,8
28,2652,77,8
118,260,77,8
6,603,77,8
14,67,77,8
226,1934,77,8
2799,2800,77,8
85,2797,77,8
2848,2850,77,8
6,2450,77,8
3,2787,77,8
117,347,77,8
28,528,77,8
86,940,77,8
67,609,77,8
28,745,77,8
67,2844,77,8
42,2810,77,8
1882,2832,77,8
28,647,77,8
1886,2791,77,8
268,1920,77,8
158,319,77,8
67,262,77,8
6,2365,78,7
28,2896,78,7
67,576,78,7
500,500,78,7
28,2883,78,7
2888,2889,78,7
442,799,78,7
67,137,78,7
2910,2911,78,7
251,2910,78,7
42,124,78,7
283,890,78,7
15,163,78,7
1906,2363,78,7
614,1054,78,7
28,2901,78,7
3,210,78,7
127,2893,78,7
163,251,78,7
42,2885,78,7
542,2906,78,7
55,2365,78,7
140,153,78,7
59,2916,78,7
1,423,78,7
6,261,78,7
3,2904,78,7
441,2896,78,7
87,2908,78,7
13,601,78,7
28,87,78,7
44,614,78,7
96,2892,78,7
28,149,78,7
55,1219,78,7
84,521,78,7
127,1054,78,7
56,2880,78,7
142,2903,78,7
87,2878,78,7
3,2882,78,7
2899,2921,78,7
509,2909,78,7
2922,2923,78,7
2885,2886,78,7
175,500,78,7
890,2902,78,7
28,1475,78,7
30,2909,78,7
56,2916,78,7
163,314,78,7
1159,2920,78,7
167,2914,78,7
1906,2922,78,7
124,2898,78,7
159,614,78,7
1,153,78,7
87,502,78,7
87,2877,78,7
59,2899,78,7
1378,2881,78,7
28,386,78,7
282,965,78,7
96,127,78,7
149,2894,78,7
3,44,78,7
67,163,78,7
4,2888,78,7
708,965,78,7
140,890,78,7
167,2913,78,7
67,1547,78,7
2889,2890,78,7
28,98,78,7
824,1475,78,7
2882,2883,78,7
44,87,78,7
2899,2900,78,7
44,2735,78,7
3,140,78,7
84,502,78,7
72,2892,78,7
2901,2902,78,7
3,375,78,7
52,2900,78,7
197,890,78,7
140,683,78,7
13,521,78,7
2890,2891,78,7
163,2912,78,7
59,140,78,7
56,175,78,7
2914,2915,78,7
28,59,78,7
283,805,78,7
28,261,78,7
2888,2894,78,7
127,2886,78,7
137,2907,78,7
18,67,78,7
677,2897,78,7
28,232,78,7
163,2877,78,7
55,140,78,7
1547,2905,78,7
3,2895,78,7
4,2887,78,7
28,799,78,7
6,103,78,7
614,2887,78,7
442,2907,78,7
890,2888,78,7
28,175,78,7
48,890,78,7
87,2881,78,7
500,2917,78,7
28,441,78,7
197,1475,78,7
42,677,78,7
55,805,78,7
30,314,78,7
167,2912,78,7
72,129,78,7
127,2895,78,7
95,2735,78,7
442,2908,78,7
576,2911,78,7
127,1219,78,7
890,2893,78,7
67,103,78,7
98,2897,78,7
28,95,78,7
59,601,78,7
18,59,78,7
87,375,78,7
259,2920,78,7
2879,2880,78,7
6,197,78,7
282,2898,78,7
42,2884,78,7
28,542,78,7
54,2363,78,7
137,2915,78,7
28,502,78,7
67,683,78,7
2905,2906,78,7
3,159,78,7
48,142,78,7
259,2919,78,7
67,824,78,7
28,2884,78,7
2917,2918,78,7
423,708,78,7
28,1378,78,7
54,2921,78,7
890,2878,78,7
2878,2879,78,7
129,2891,78,7
2903,2904,78,7
52,890,78,7
210,1475,78,7
2918,2919,78,7
137,386,78,7
232,502,78,7
87,509,78,7
1159,2899,78,7
28,442,78,7
6,2931,79,7
4,1159,79,7
67,2946,79,7
6,2365,79,7
59,590,79,7
96,2937,79,7
2941,2942,79,7
694,2929,79,7
3,52,79,7
4,283,79,7
82,112,79,7
645,1140,79,7
1355,2363,79,7
4,355,79,7
28,2363,79,7
14,2944,79,7
28,2444,79,7
502,2943,79,7
4,1024,79,7
3,495,79,7
6,361,79,7
146,173,79,7
338,2892,79,7
65,140,79,7
4,421,79,7
15,163,79,7
2885,2929,79,7
394,2925,79,7
15,225,79,7
96,123,79,7
283,2932,79,7
75,1547,79,7
28,2942,79,7
587,1547,79,7
55,2365,79,7
15,96,79,7
4,142,79,7
6,308,79,7
6,1332,79,7
2930,2931,79,7
469,587,79,7
59,1308,79,7
715,2925,79,7
142,2940,79,7
890,1140,79,7
2925,2926,79,7
123,390,79,7
96,2892,79,7
30,1547,79,7
56,779,79,7
4,2881,79,7
84,2926,79,7
82,609,79,7
175,2925,79,7
67,428,79,7
2899,2921,79,7
22,2939,79,7
3,2944,79,7
500,1024,79,7
87,565,79,7
283,779,79,7
283,421,79,7
4,84,79,7
140,2933,79,7
96,534,79,7
55,190,79,7
87,502,79,7
67,84,79,7
4,48,79,7
22,2867,79,7
172,645,79,7
6,190,79,7
4,469,79,7
96,835,79,7
2927,2928,79,7
2877,2938,79,7
233,1140,79,7
23,2845,79,7
140,2885,79,7
15,1961,79,7
390,2363,79,7
15,48,79,7
4,6,79,7
2934,2934,79,7
65,890,79,7
22,175,79,7
67,2940,79,7
156,2936,79,7
3,15,79,7
4,74,79,7
44,2363,79,7
1547,2946,79,7
112,119,79,7
4,140,79,7
3,156,79,7
282,1547,79,7
260,355,79,7
28,140,79,7
175,591,79,7
1355,2416,79,7
52,1503,79,7
4,308,79,7
4,1332,79,7
54,565,79,7
96,2945,79,7
52,2937,79,7
15,2935,79,7
96,591,79,7
67,87,79,7
715,2934,79,7
28,2947,79,7
283,551,79,7
28,175,79,7
4,2936,79,7
4,693,79,7
67,2927,79,7
15,173,79,7
28,2109,79,7
6,693,79,7
4,2903,79,7
890,2910,79,7
4,2941,79,7
1503,1547,79,7
163,2937,79,7
282,2939,79,7
56,338,79,7
74,2416,79,7
67,75,79,7
3,1308,79,7
225,233,79,7
500,2867,79,7
67,2877,79,7
4,117,79,7
23,2881,79,7
28,96,79,7
6,1159,79,7
28,30,79,7
6,2845,79,7
67,835,79,7
2932,2933,79,7
4,2930,79,7
428,890,79,7
87,2109,79,7
260,2924,79,7
1250,2947,79,7
2910,2928,79,7
172,2935,79,7
590,2903,79,7
15,2924,79,7
14,1308,79,7
44,79,79,7
84,117,79,7
28,394,79,7
1961,2934,79,7
495,1308,79,7
140,146,79,7
54,2921,79,7
52,677,79,7
28,1159,79,7
534,609,79,7
28,2899,79,7
3,2444,79,7
140,551,79,7
22,2938,79,7
28,2377,79,7
79,2943,79,7
3,2945,79,7
119,361,79,7
4,694,79,7
14,87,79,7
67,677,79,7
394,1503,80,7
890,2964,80,7
59,2971,80,7
106,230,80,7
1261,2960,80,7
4,283,80,7
137,925,80,7
4,1079,80,7
137,2973,80,7
947,2956,80,7
136,2968,80,7
2950,2951,80,7
6,946,80,7
75,1041,80,7
2223,2980,80,7
15,163,80,7
1751,1853,80,7
28,137,80,7
96,2956,80,7
87,591,80,7
87,155,80,7
177,528,80,7
106,246,80,7
4,52,80,7
1410,2971,80,7
28,1132,80,7
96,2908,80,7
36,84,80,7
23,830,80,7
148,1068,80,7
210,300,80,7
52,2965,80,7
12,45,80,7
84,95,80,7
15,96,80,7
23,1442,80,7
59,2119,80,7
186,510,80,7
500,2889,80,7
67,2972,80,7
42,1914,80,7
70,273,80,7
863,2976,80,7
1131,1132,80,7
52,539,80,7
225,500,80,7
59,630,80,7
211,925,80,7
98,1503,80,7
96,142,80,7
111,2975,80,7
28,149,80,7
2617,2925,80,7
42,52,80,7
539,2952,80,7
1163,2959,80,7
216,1526,80,7
679,2966,80,7
300,380,80,7
84,2957,80,7
2867,2953,80,7
230,391,80,7
376,2962,80,7
73,148,80,7
6,2972,80,7
45,186,80,7
44,2879,80,7
45,2984,80,7
45,137,80,7
149,1132,80,7
28,2119,80,7
4,510,80,7
1079,2962,80,7
4,42,80,7
59,2970,80,7
15,1261,80,7
167,2965,80,7
576,2970,80,7
67,2966,80,7
28,348,80,7
28,246,80,7
6,2165,80,7
12,211,80,7
15,1163,80,7
225,360,80,7
181,1829,80,7
4,2968,80,7
54,148,80,7
148,314,80,7
379,2977,80,7
2565,2955,80,7
4,645,80,7
28,138,80,7
4,2770,80,7
96,2957,80,7
6,2879,80,7
346,2984,80,7
82,2963,80,7
42,84,80,7
2151,2879,80,7
137,2975,80,7
1147,2980,80,7
15,1961,80,7
4,1503,80,7
283,2953,80,7
4,576,80,7
362,1410,80,7
25,138,80,7
84,140,80,7
84,2979,80,7
273,2983,80,7
140,1478,80,7
15,2950,80,7
2165,2879,80,7
28,44,80,7
72,1829,80,7
52,142,80,7
84,150,80,7
3,246,80,7
137,513,80,7
56,2960,80,7
42,1139,80,7
28,380,80,7
56,175,80,7
95,1041,80,7
28,2978,80,7
481,645,80,7
111,2151,80,7
28,59,80,7
59,2974,80,7
225,2954,80,7
54,2908,80,7
6,379,80,7
15,2949,80,7
528,2925,80,7
1570,1585,80,7
137,2151,80,7
216,830,80,7
925,1585,80,7
225,2489,80,7
283,2958,80,7
1961,2223,80,7
630,2961,80,7
52,1503,80,7
59,1068,80,7
23,87,80,7
75,925,80,7
4,2967,80,7
28,155,80,7
55,140,80,7
70,890,80,7
28,1139,80,7
28,56,80,7
226,2951,80,7
6,2948,80,7
67,2969,80,7
28,177,80,7
96,591,80,7
42,202,80,7
4,261,80,7
4,175,80,7
6,106,80,7
42,2867,80,7
73,150,80,7
140,2969,80,7
6,2974,80,7
202,2959,80,7
52,2977,80,7
28,2958,80,7
246,1149,80,7
87,140,80,7
75,2982,80,7
4,704,80,7
137,2983,80,7
4,106,80,7
3,2489,80,7
4,2889,80,7
45,2147,80,7
226,2952,80,7
67,2964,80,7
362,946,80,7
23,2147,80,7
82,415,80,7
283,1570,80,7
42,1526,80,7
15,2981,80,7
55,327,80,7
28,947,80,7
28,376,80,7
136,314,80,7
25,36,80,7
42,2954,80,7
925,2879,80,7
67,75,80,7
23,1961,80,7
283,2961,80,7
3,1149,80,7
3,391,80,7
163,2948,80,7
394,1442,80,7
67,98,80,7
4,2963,80,7
863,2770,80,7
360,2955,80,7
138,140,80,7
84,381,80,7
481,2981,80,7
4,1132,80,7
23,704,80,7
167,1503,80,7
28,283,80,7
67,2973,80,7
513,1131,80,7
137,2617,80,7
188,261,80,7
348,1503,80,7
28,2975,80,7
56,2565,80,7
1914,1961,80,7
273,415,80,7
210,381,80,7
59,138,80,7
1478,1751,80,7
84,2982,80,7
4,2979,80,7
28,2976,80,7
59,67,80,7
6,2949,80,7
679,2967,80,7
6,327,80,7
85,181,80,7
6,188,80,7
52,2978,80,7
4,273,80,7
67,210,80,7
72,925,80,7
42,1147,80,7
6,283,80,7
85,140,80,7
283,1853,80,7
3,706,81,7
175,237,81,7
3018,3019,81,7
1668,2908,81,7
54,2989,81,7
958,2990,81,7
28,2896,81,7
6,28,81,7
890,3030,81,7
186,2985,81,7
1480,2899,81,7
28,111,81,7
72,360,81,7
706,3001,81,7
84,111,81,7
3,3034,81,7
28,2444,81,7
1664,3042,81,7
2993,2994,81,7
4,2986,81,7
457,890,81,7
6,2994,81,7
6,946,81,7
314,1626,81,7
137,706,81,7
2996,2997,81,7
54,3003,81,7
3020,3021,81,7
4,132,81,7
28,630,81,7
4,2992,81,7
65,3013,81,7
186,2986,81,7
890,2896,81,7
1750,2908,81,7
2889,2963,81,7
95,3008,81,7
142,2877,81,7
3,805,81,7
368,3025,81,7
95,587,81,7
72,163,81,7
28,3012,81,7
6,1668,81,7
73,111,81,7
6,283,81,7
630,1420,81,7
28,1750,81,7
42,2444,81,7
1613,3003,81,7
3,1064,81,7
4,442,81,7
111,679,81,7
119,3041,81,7
1727,3028,81,7
3,282,81,7
67,913,81,7
2999,3000,81,7
175,442,81,7
28,3027,81,7
630,1431,81,7
1355,2987,81,7
2899,2995,81,7
2989,2990,81,7
194,3007,81,7
28,2877,81,7
28,2998,81,7
194,1844,81,7
28,1173,81,7
3,3004,81,7
30,2879,81,7
28,1664,81,7
2939,3039,81,7
137,728,81,7
1420,2908,81,7
42,67,81,7
3023,3024,81,7
167,3037,81,7
6,686,81,7
4,2908,81,7
384,890,81,7
686,2995,81,7
3013,3014,81,7
1139,2896,81,7
1173,1820,81,7
6,2891,81,7
42,844,81,7
55,931,81,7
42,347,81,7
48,314,81,7
167,2908,81,7
4,706,81,7
4,194,81,7
163,314,81,7
95,3007,81,7
40,890,81,7
28,728,81,7
728,2889,81,7
4,42,81,7
39,3042,81,7
958,2991,81,7
95,2888,81,7
360,3031,81,7
282,3035,81,7
28,42,81,7
172,890,81,7
40,1493,81,7
59,172,81,7
33,3012,81,7
67,510,81,7
3,3016,81,7
210,3024,81,7
30,3025,81,7
6,409,81,7
54,679,81,7
946,2908,81,7
28,1493,81,7
28,3008,81,7
1773,2910,81,7
72,892,81,7
106,3005,81,7
106,630,81,7
1493,2892,81,7
96,573,81,7
3,3037,81,7
4,3040,81,7
282,1742,81,7
167,172,81,7
2896,3038,81,7
3,2891,81,7
15,95,81,7
890,3016,81,7
82,2963,81,7
42,84,81,7
3006,3007,81,7
6,630,81,7
3,2908,81,7
28,230,81,7
327,2889,81,7
65,890,81,7
140,3014,81,7
96,594,81,7
48,2908,81,7
3032,3033,81,7
42,1493,81,7
77,3026,81,7
30,1727,81,7
96,2879,81,7
2598,2998,81,7
513,2987,81,7
3003,3004,81,7
28,409,81,7
30,3032,81,7
283,2908,81,7
3,3010,81,7
3,409,81,7
44,84,81,7
42,100,81,7
72,87,81,7
28,1771,81,7
33,890,81,7
44,3021,81,7
54,409,81,7
42,3020,81,7
56,175,81,7
64,140,81,7
96,913,81,7
3034,3036,81,7
22,680,81,7
28,59,81,7
1771,2997,81,7
28,2989,81,7
96,3017,81,7
106,890,81,7
6,1626,81,7
890,3027,81,7
28,140,81,7
54,1493,81,7
42,95,81,7
246,441,81,7
282,347,81,7
4,3014,81,7
82,409,81,7
30,1493,81,7
366,3038,81,7
237,708,81,7
28,3036,81,7
512,1163,81,7
28,3023,81,7
1163,3000,81,7
240,3001,81,7
3,3002,81,7
55,140,81,7
2991,2992,81,7
708,3009,81,7
172,3030,81,7
2889,3015,81,7
54,3030,81,7
6,106,81,7
28,3030,81,7
178,3015,81,7
28,175,81,7
513,2963,81,7
28,237,81,7
70,3034,81,7
304,1613,81,7
119,167,81,7
246,323,81,7
59,513,81,7
4,2889,81,7
55,805,81,7
513,3002,81,7
54,2988,81,7
360,1493,81,7
84,3019,81,7
84,384,81,7
64,172,81,7
366,2939,81,7
67,2985,81,7
96,3007,81,7
84,1064,81,7
150,2908,81,7
28,172,81,7
240,2989,81,7
3,4,81,7
3011,3012,81,7
314,1139,81,7
55,327,81,7
28,95,81,7
2987,2987,81,7
84,195,81,7
28,208,81,7
137,195,81,7
28,195,81,7
1480,2996,81,7
1431,3028,81,7
4,208,81,7
2598,2999,81,7
2883,2908,81,7
1844,3017,81,7
360,892,81,7
28,1742,81,7
6,844,81,7
194,3013,81,7
2910,3026,81,7
890,1773,81,7
42,931,81,7
163,2896,81,7
95,3009,81,7
6,3039,81,7
42,3006,81,7
4,2963,81,7
87,1355,81,7
394,2896,81,7
237,368,81,7
1820,3029,81,7
6,84,81,7
3,594,81,7
56,728,81,7
3033,3034,81,7
96,3018,81,7
142,3040,81,7
42,3031,81,7
2892,2908,81,7
195,442,81,7
510,890,81,7
73,3022,81,7
77,194,81,7
15,1305,81,7
587,680,81,7
28,394,81,7
230,3029,81,7
441,2988,81,7
42,3022,81,7
6,728,81,7
3,3005,81,7
96,3012,81,7
42,1302,81,7
140,457,81,7
2883,3003,81,7
30,210,81,7
132,3041,81,7
28,178,81,7
2888,3011,81,7
33,1493,81,7
6,327,81,7
3,323,81,7
3,1302,81,7
4,680,81,7
42,304,81,7
137,163,81,7
22,890,81,7
28,680,81,7
39,95,81,7
28,3010,81,7
95,3035,81,7
4,150,81,7
28,512,81,7
140,573,81,7
6,2993,81,7
28,70,81,7
583,3060,82,7
22,500,82,7
15,376,82,7
96,1747,82,7
98,158,82,7
133,562,82,7
4,1263,82,7
3,2910,82,7
16,28,82,7
4,1024,82,7
4,421,82,7
28,732,82,7
96,583,82,7
96,2444,82,7
4,269,82,7
6,2808,82,7
73,3058,82,7
3,186,82,7
1079,1773,82,7
362,540,82,7
4,200,82,7
2879,3044,82,7
3,23,82,7
3,3050,82,7
495,675,82,7
6,512,82,7
3,265,82,7
366,3066,82,7
4,153,82,7
6,827,82,7
28,3053,82,7
137,210,82,7
210,385,82,7
84,441,82,7
827,2939,82,7
6,3051,82,7
237,3054,82,7
67,96,82,7
3,74,82,7
175,416,82,7
6,67,82,7
813,1308,82,7
3,3049,82,7
4,3065,82,7
42,52,82,7
6,13,82,7
42,385,82,7
84,3045,82,7
200,1030,82,7
96,2947,82,7
56,2880,82,7
23,2924,82,7
4,158,82,7
42,3049,82,7
22,158,82,7
87,3068,82,7
44,666,82,7
127,3055,82,7
28,534,82,7
2947,3048,82,7
6,3060,82,7
6,500,82,7
172,2897,82,7
3,3044,82,7
28,2982,82,7
28,2323,82,7
4,42,82,7
15,379,82,7
96,534,82,7
2300,3057,82,7
97,2489,82,7
23,3050,82,7
362,1873,82,7
3,96,82,7
28,42,82,7
72,150,82,7
4,1198,82,7
362,3058,82,7
15,732,82,7
23,675,82,7
96,3046,82,7
203,376,82,7
16,110,82,7
1024,2147,82,7
529,1873,82,7
158,2939,82,7
22,52,82,7
28,210,82,7
97,227,82,7
502,1079,82,7
3,3043,82,7
67,163,82,7
3,704,82,7
22,59,82,7
6,2879,82,7
3,3060,82,7
127,470,82,7
42,84,82,7
203,3067,82,7
166,3052,82,7
23,166,82,7
6,1873,82,7
531,3048,82,7
379,3054,82,7
23,502,82,7
441,3046,82,7
4,3056,82,7
84,512,82,7
158,732,82,7
2925,3067,82,7
67,72,82,7
4,44,82,7
28,3054,82,7
3,3059,82,7
6,470,82,7
15,82,82,7
150,732,82,7
529,3058,82,7
67,3064,82,7
226,957,82,7
4,74,82,7
799,1030,82,7
72,87,82,7
56,175,82,7
188,2920,82,7
67,562,82,7
269,509,82,7
6,1773,82,7
28,59,82,7
210,540,82,7
127,227,82,7
163,3057,82,7
52,3054,82,7
15,666,82,7
127,2300,82,7
42,3045,82,7
1873,3059,82,7
4,1417,82,7
67,140,82,7
3,813,82,7
4,2920,82,7
3,3009,82,7
23,87,82,7
237,3056,82,7
6,3061,82,7
335,1308,82,7
46,163,82,7
3,3047,82,7
15,1198,82,7
158,2489,82,7
28,1241,82,7
6,15,82,7
73,140,82,7
3,3064,82,7
167,366,82,7
3009,3062,82,7
2199,3068,82,7
1747,3047,82,7
4,175,82,7
42,140,82,7
3,926,82,7
4,2925,82,7
67,3058,82,7
926,3059,82,7
3,583,82,7
140,3063,82,7
15,197,82,7
28,2489,82,7
22,675,82,7
210,3062,82,7
23,2897,82,7
3,3063,82,7
150,175,82,7
12,531,82,7
23,2147,82,7
6,3052,82,7
22,74,82,7
3,4,82,7
4,65,82,7
59,3066,82,7
540,3057,82,7
59,84,82,7
4,197,82,7
67,75,82,7
3,3058,82,7
110,186,82,7
4,150,82,7
172,3051,82,7
28,96,82,7
210,2910,82,7
2879,2880,82,7
75,2444,82,7
65,799,82,7
28,30,82,7
28,2199,82,7
30,502,82,7
74,3055,82,7
210,314,82,7
23,704,82,7
210,2706,82,7
46,137,82,7
133,163,82,7
1873,3058,82,7
167,1333,82,7
158,181,82,7
96,2323,82,7
3,362,82,7
95,366,82,7
87,98,82,7
421,2808,82,7
4,3053,82,7
6,3065,82,7
82,509,82,7
84,2982,82,7
96,265,82,7
2879,3061,82,7
1263,2924,82,7
12,84,82,7
4,262,82,7
13,67,82,7
226,2706,82,7
6,188,82,7
4,562,82,7
52,84,82,7
314,957,82,7
96,1241,82,7
4,366,82,7
23,1417,82,7
42,335,82,7
87,509,82,7
495,1333,82,7
84,3059,82,7
509,3043,82,7
72,262,82,7
4,416,82,7
1199,3071,83,7
96,2399,83,7
210,3082,83,7
1454,3071,83,7
4,269,83,7
87,1237,83,7
513,650,83,7
150,3082,83,7
48,972,83,7
125,210,83,7
127,210,83,7
3076,3077,83,7
4,943,83,7
881,2879,83,7
44,650,83,7
6,261,83,7
21,3087,83,7
3,3084,83,7
93,93,83,7
67,96,83,7
4,178,83,7
210,1329,83,7
35,3081,83,7
136,931,83,7
150,728,83,7
97,3086,83,7
136,2879,83,7
6,931,83,7
513,677,83,7
84,327,83,7
3,304,83,7
84,3086,83,7
42,3083,83,7
3084,3085,83,7
1199,3070,83,7
59,2899,83,7
4,48,83,7
97,188,83,7
4,3073,83,7
28,3078,83,7
22,52,83,7
28,3070,83,7
30,67,83,7
109,150,83,7
4,3078,83,7
93,109,83,7
52,261,83,7
44,84,83,7
84,150,83,7
4,3080,83,7
3069,3070,83,7
150,178,83,7
269,3069,83,7
6,972,83,7
21,210,83,7
335,367,83,7
96,3072,83,7
30,1454,83,7
73,3074,83,7
728,3075,83,7
125,3074,83,7
4,3071,83,7
346,1237,83,7
67,3072,83,7
178,2565,83,7
178,881,83,7
22,73,83,7
112,335,83,7
84,943,83,7
677,3076,83,7
59,2005,83,7
4,101,83,7
2005,3077,83,7
3,4,83,7
4,3079,83,7
6,210,83,7
127,3080,83,7
67,3081,83,7
4,150,83,7
3,346,83,7
101,2399,83,7
6,3075,83,7
96,3073,83,7
52,87,83,7
3080,3083,83,7
2565,2899,83,7
27,112,83,7
35,93,83,7
188,3085,83,7
6,327,83,7
6,188,83,7
42,304,83,7
27,3079,83,7
367,3080,83,7
84,1329,83,7
6,232,84,7
3,3107,84,7
523,3100,84,7
85,3010,84,7
28,41,84,7
343,1428,84,7
3106,3107,84,7
6,1370,84,7
210,3082,84,7
23,723,84,7
723,1651,84,7
665,767,84,7
28,137,84,7
96,3090,84,7
111,723,84,7
28,679,84,7
4,52,84,7
28,167,84,7
85,211,84,7
54,3092,84,7
28,3103,84,7
3101,3102,84,7
3,3095,84,7
123,3108,84,7
96,3103,84,7
150,353,84,7
19,225,84,7
119,423,84,7
70,112,84,7
723,3090,84,7
172,3104,84,7
18,3108,84,7
6,1091,84,7
6,13,84,7
42,67,84,7
22,85,84,7
85,1204,84,7
211,3100,84,7
216,370,84,7
3,343,84,7
805,890,84,7
59,3102,84,7
3,304,84,7
1030,3101,84,7
3092,3093,84,7
137,2972,84,7
4,2968,84,7
137,3096,84,7
22,1727,84,7
4,210,84,7
67,523,84,7
150,723,84,7
292,1370,84,7
665,840,84,7
67,3089,84,7
6,410,84,7
2696,3098,84,7
6,48,84,7
210,1204,84,7
1428,1431,84,7
67,633,84,7
85,890,84,7
123,410,84,7
1892,3110,84,7
41,96,84,7
43,767,84,7
679,1892,84,7
4,44,84,7
677,3093,84,7
28,556,84,7
2972,3109,84,7
96,633,84,7
44,3098,84,7
28,3101,84,7
65,3091,84,7
28,59,84,7
6,1846,84,7
6,3089,84,7
137,172,84,7
3104,3105,84,7
67,3094,84,7
28,3095,84,7
2114,3105,84,7
18,890,84,7
54,3091,84,7
167,3108,84,7
112,175,84,7
23,353,84,7
55,140,84,7
70,890,84,7
556,2889,84,7
283,1431,84,7
111,1846,84,7
28,555,84,7
6,106,84,7
370,2333,84,7
28,175,84,7
292,3096,84,7
59,840,84,7
2114,3106,84,7
28,723,84,7
1651,2696,84,7
4,106,84,7
55,805,84,7
4,2889,84,7
85,188,84,7
19,890,84,7
42,85,84,7
48,85,84,7
172,3101,84,7
2416,2968,84,7
28,3097,84,7
3,4,84,7
28,95,84,7
95,423,84,7
59,3099,84,7
6,225,84,7
1727,3099,84,7
13,125,84,7
28,96,84,7
1091,2416,84,7
172,304,84,7
85,172,84,7
28,410,84,7
52,3088,84,7
555,3109,84,7
85,3082,84,7
6,125,84,7
70,1030,84,7
232,3094,84,7
70,2972,84,7
216,805,84,7
119,609,84,7
4,609,84,7
111,890,84,7
28,3108,84,7
210,268,84,7
2333,3101,84,7
1030,3110,84,7
6,188,84,7
65,111,84,7
28,3010,84,7
85,140,84,7
6,283,84,7
3,890,84,7
43,268,84,7
67,677,84,7
65,67,85,7
140,237,85,7
48,67,85,7
3,3124,85,7
1199,3078,85,7
1199,1651,85,7
20,30,85,7
22,3113,85,7
54,3111,85,7
28,3118,85,7
137,230,85,7
202,3114,85,7
304,890,85,7
28,3053,85,7
30,82,85,7
98,890,85,7
163,3128,85,7
282,1281,85,7
96,142,85,7
28,87,85,7
172,3123,85,7
1199,3115,85,7
82,733,85,7
74,84,85,7
